"label","X1","X2","cluster","clusternorm"
"82%",-20.8429484169146,12.5947673627177,496,0.248
"820",-19.7559581126428,16.4138990727537,126,0.063
"82000",-4.81958890757502,-1.94330575880901,149,0.0745
"821",-19.1576954129574,16.8686093701908,1362,0.681
"822",-22.0574001818376,14.6071416997328,1094,0.547
"822-2463",14.555998984566,22.8875672496366,422,0.211
"823",-20.4098198796611,17.3300653857184,1056,0.528
"824",-19.4316689286242,12.164448112699,999,0.4995
"827",-21.7552385520545,16.1774303850487,1535,0.7675
"829",-18.7811711681077,16.2121721982563,999,0.4995
"83",-18.8688712203755,14.9038864342814,825,0.4125
"83-year-old",18.6478581769905,-20.1401348924699,1671,0.8355
"83%",-20.6884407231373,12.6866755616108,496,0.248
"830",-19.0121243201276,17.9941334513159,1639,0.8195
"8300",-24.0616594791249,-2.05497780748334,262,0.131
"831",-19.0704558696272,18.2996087874468,1639,0.8195
"832",-19.0735272864066,18.3665320780663,758,0.379
"833",-20.1477718815007,17.4867947105675,758,0.379
"834",-20.1891067571342,17.4868155895729,758,0.379
"835",-19.0765426590531,14.7715533857131,1998,0.999
"836",-21.1589512943509,12.4263438148748,30,0.015
"837",-19.3906747046286,15.0377851452039,258,0.129
"838",-21.3281486979658,17.291130137508,583,0.2915
"839",-19.9379188184415,14.2186358256239,1998,0.999
"84",-18.81536777904,14.960142748496,825,0.4125
"84%",-20.7248844978819,12.6661780442981,496,0.248
"840",-19.5511070866469,16.8877965437945,1962,0.981
"8400",-18.9533889296892,8.31965578737875,257,0.1285
"841",-20.297144886442,15.5485662607728,79,0.0395
"842",-20.2957243619563,11.2083343849444,30,0.015
"843",-20.6919071435317,17.1057447771266,1362,0.681
"845",-21.4017588105896,16.1030129952459,1056,0.528
"845-1720",14.0138311392045,22.9575083017833,1883,0.9415
"846",-22.7644497341016,14.6471916481117,149,0.0745
"8465",-22.6531805828684,17.1022554746195,1154,0.577
"847",-19.6233383988508,18.5886015557763,126,0.063
"8473",-17.0471405851526,15.0916002917333,311,0.1555
"848",-19.0675032695099,17.3057261297689,258,0.129
"849",-20.6870524488859,17.1987528668505,1107,0.5535
"85",-18.241044466939,14.0062250494357,825,0.4125
"85-1468",11.6867269683474,22.8954159703244,1009,0.5045
"85%",-19.3499003649572,10.2118422365812,496,0.248
"85%-89%",-8.91952192081032,1.78544563232925,1012,0.506
"85%-90%",-2.01290166007815,-0.347535162463901,501,0.2505
"85%-95%",-2.26252150400302,-7.3442601949073,308,0.154
"850",-21.9150287025722,16.9899184879631,879,0.4395
"8500",-18.5388521399157,8.14743291000116,245,0.1225
"85000",-17.9036551594124,8.44364145676611,178,0.089
"850000",-17.7587777197954,7.31492788389046,1447,0.7235
"850000--950000",-17.4425885560718,7.35475711243663,1377,0.6885
"851",-22.2220893770123,16.3675151766362,583,0.2915
"852",-18.1304534559858,17.6372174955381,629,0.3145
"853",-22.8399631908758,10.6366868084649,1355,0.6775
"853-0411",13.946611745136,22.9798060705,1883,0.9415
"853480",-13.5898395706084,6.47661967901518,79,0.0395
"855",-20.8848241450922,14.5878304555563,1678,0.839
"856",-21.4513374418699,17.2008527212779,1362,0.681
"857",-19.6309742965173,15.0386060645107,1362,0.681
"859",-22.1552041617524,17.7899926234701,311,0.1555
"85th",-20.1634936287941,-2.68077263188419,1148,0.574
"85th94th",-20.1256573503072,-2.59815727580947,1512,0.756
"86",-19.0417050574389,15.1894494463595,825,0.4125
"86-2874",12.2035819509664,23.2302566180712,1009,0.5045
"86-2880",12.1881461083959,23.1792676551735,1009,0.5045
"86%",-20.8475422500802,12.5284117157413,496,0.248
"860",-15.5322231547723,13.321147055922,311,0.1555
"8607",-10.69575554294,23.7327111932543,1462,0.731
"862",-19.2060469408767,16.925598699708,1362,0.681
"863",-20.167221975108,18.1772543186323,879,0.4395
"864",-20.3562678585526,14.029544458015,999,0.4995
"865",-20.7600355484685,12.812817531704,1107,0.5535
"866",-17.3024956976875,17.2093401091642,311,0.1555
"866-748-8008",22.2923309470539,-11.3413357451704,1327,0.6635
"867",-21.1248053024017,12.2421656829103,311,0.1555
"868",-20.1866592990995,16.7556267105201,583,0.2915
"869",-16.7811366655497,14.5901567212902,311,0.1555
"87",-19.0159075420638,15.021662910266,825,0.4125
"87-1120",12.0943074085248,23.4273359991935,31,0.0155
"87-1232",12.0720371119437,23.4682219127977,31,0.0155
"87-1688",12.0664227364044,23.4663629982793,31,0.0155
"87%",-20.897787892355,12.5168812469749,496,0.248
"870",-18.3770174291248,13.3201261366789,126,0.063
"8700",-19.0126830108862,10.4663591221675,12,0.006
"871",-19.2306898070609,16.5319183575087,1362,0.681
"8710",-17.5721600829563,21.1553393785888,478,0.239
"872-7100",14.3061316826519,22.7636263243797,966,0.483
"874",-19.5189125401946,17.7282335829174,691,0.3455
"875",-19.1618229481954,8.37844029237499,293,0.1465
"876",-21.7143488790604,16.420351499098,1056,0.528
"877",16.4857672470997,1.03165592386473,102,0.051
"877-252-1200",22.3691511374565,-11.3858528426794,102,0.051
"877-554-4625",15.8805634629019,0.449386594907897,102,0.051
"877-721-0366",22.2297251503092,-11.2245969042915,1327,0.6635
"878",-19.7630311532716,11.5427951801147,1362,0.681
"879",-18.3326507772387,14.9112299553291,1107,0.5535
"88",-18.9364358281232,15.1940393482009,825,0.4125
"88-1120",12.1261834723257,23.4492776786832,31,0.0155
"88-1122",12.11263040953,23.444296760151,31,0.0155
"88-1250",12.1304342301099,23.4447525812499,31,0.0155
"88-50210",12.1070648921636,23.4718511109577,31,0.0155
"88-8406",12.1772529658011,23.4560489465523,1774,0.887
"88%",-20.9240597494783,12.4438114090055,496,0.248
"880",-15.490237934324,12.8130429173596,1056,0.528
"8800",-24.0711527829865,-2.30519951692563,1589,0.7945
"88000",-17.8610392548752,7.48819152020281,1377,0.6885
"881",-18.3198687100202,15.9697938199078,1678,0.839
"882",-17.5515208366557,13.4150394277787,758,0.379
"884",-20.6164272176016,17.0088980973272,258,0.129
"887",-18.4298057562557,14.6841835155064,1998,0.999
"888",16.531384612246,1.00758391575241,1989,0.9945
"888-232-3228",16.1066731701599,0.772995716460808,576,0.288
"888-232-3299",16.5452546304478,0.950650052526824,270,0.135
"889",-17.8254797657771,13.4707307303935,1998,0.999
"89",-16.7777925629602,12.1951719341971,825,0.4125
"89-1232",12.1166094538687,23.5012921742631,31,0.0155
"89-2789",11.7551351252236,23.0440156675117,1009,0.5045
"89-8411",12.1990159934833,23.5245567991247,1774,0.887
"89%",-20.760771694216,12.533640408696,496,0.248
"890",-19.7548180461871,16.3509058420757,1998,0.999
"891",-17.3867471108197,17.2573152915708,30,0.015
"893",-18.4353603862552,19.1239084949677,311,0.1555
"893-3800",14.247390441442,22.6690939128599,966,0.483
"894",-22.8386690727538,10.9605411575992,1639,0.8195
"895",-18.6102661742654,11.4606467999374,311,0.1555
"896",-19.1885006532083,15.0388069524465,258,0.129
"898",-20.1021397008592,14.7369589397398,745,0.3725
"899",-20.9166640586034,12.3363708442799,30,0.015
"810",-12.0669263919862,10.804907050086,578,0.289
"811",-17.5934988952083,10.5259688491842,1914,0.957
"812",-19.6683205318379,10.2667799415453,1288,0.644
"8th",-6.98148432622378,26.0387100271979,363,0.1815
"8th-grade",-12.2869521787304,7.03153159450488,1304,0.652
"9",-14.8179097182965,11.3566886840957,578,0.289
"9-",-14.7030270182072,11.5396075970393,869,0.4345
"9--11",-16.5473283822057,9.77807608049777,1409,0.7045
"9--12",-1.46847673475457,3.40229730918412,178,0.089
"9--13",-23.7580443525275,6.79597192881608,1409,0.7045
"9--15",-9.52467991276732,21.0649537126752,1672,0.836
"9--16",-14.5887991982047,12.0123435602783,1672,0.836
"9--18",-24.5076822636113,4.50883376388639,1292,0.646
"9--59",-22.4947822791068,5.49720624806128,165,0.0825
"9-1-1",14.9343759715529,0.206583225261839,1113,0.5565
"9-10",-14.4574534870179,11.4295501825612,1409,0.7045
"9-11",-16.0306205973423,11.4682068839527,578,0.289
"9-12",-1.42451557366045,3.44342612037878,178,0.089
"9-15",-14.4797057876139,11.6983064892673,869,0.4345
"9-day",9.11317172371319,-10.7660347962339,864,0.432
"9-month",-19.6837766314354,0.478833994566805,864,0.432
"9-year",-9.4543777149294,12.2874938533561,1482,0.741
"9-year-old",17.9264672557131,-19.8761076828296,1855,0.9275
"9-year-olds",-13.42619050085,7.18996290472903,1363,0.6815
"9%",-20.9079244265558,10.9968890535116,496,0.248
"9/11",14.1672659738985,-11.9580116392584,732,0.366
"9/16/1999",-3.16527707019036,32.0647509182936,89,0.0445
"9/2/1999",-3.1656528883985,32.0673177668656,89,0.0445
"9/21/2000",-3.16869543540791,32.0958657717847,498,0.249
"9/23/1999",-3.16526403774643,32.0652123636896,89,0.0445
"9/30/1999",-3.16462196913514,32.0602949021161,89,0.0445
"9/7/2001",-3.36354806210164,33.1570485761592,54,0.027
"90",-18.2550553843081,13.67849796532,825,0.4125
"90-50212",12.1066448910536,23.4788184076239,31,0.0155
"90-8280",12.2617152911796,23.4021887715773,1774,0.887
"90-8416",12.2274690361726,23.4536948500072,1774,0.887
"90%",-19.1774234310312,9.85583961111307,496,0.248
"90%--95%",-13.2741897630965,-6.48821279285794,611,0.3055
"90%-95%",-2.36579200856931,-7.44908439445321,149,0.0745
"900",-18.6335061347064,8.74412188771047,257,0.1285
"9000",-17.9745291101624,7.66088553726041,1447,0.7235
"90000",-17.7788105484663,7.40802693764821,1447,0.7235
"900000",-17.9361182170136,7.71382356054315,1447,0.7235
"902",-19.4009665304887,15.9357711622749,583,0.2915
"903",-23.3197481447465,14.4762948808622,1232,0.616
"904",-17.1291032695135,16.5494413927401,257,0.1285
"905",-17.7226512808195,14.4604947694221,1998,0.999
"9058",-10.7093205540137,23.7065779556754,478,0.239
"906",-19.7151388613184,17.2726857285614,1362,0.681
"907",-18.5018019348819,19.3332632109402,879,0.4395
"907-0878",14.1094162676507,22.9645933712194,452,0.226
"908",-19.0821945283248,18.0714631336381,583,0.2915
"90th",-20.2109361628858,-2.62909715313888,1566,0.783
"91",-19.0690781041446,15.2129977670507,825,0.4125
"91-50212",12.1189183881839,23.5668898607074,31,0.0155
"91-50213",12.1298188752737,23.537841864426,31,0.0155
"91%",-20.689396083159,12.4680859850143,496,0.248
"910",-16.5790585313823,11.8416830608109,578,0.289
"911",14.8932335611202,0.164949644869256,1755,0.8775
"912",-18.507565464476,15.458624731988,311,0.1555
"9120",16.3669430533481,20.4740469239276,670,0.335
"913",-14.527293062005,19.2584762081352,1512,0.756
"914",-20.936572349402,11.4842833714801,691,0.3455
"915",-20.4279773288908,15.3457893036128,999,0.4995
"916",-19.354296359867,8.46258366248698,460,0.23
"917",-19.284105731898,17.5471709185261,999,0.4995
"918",-17.8106030023311,4.45245750312787,999,0.4995
"919",-19.2751915417442,18.7230985520641,102,0.051
"92",-18.86348713498,15.0456497206752,825,0.4125
"92%",-20.8808048279013,12.4580122677987,496,0.248
"920",-21.1640651186257,14.4922611340269,758,0.379
"92000",-17.9292710255356,7.83858707869141,1447,0.7235
"921",-21.0391293606299,14.2287039939104,30,0.015
"922",-17.5144223056831,16.7063869368671,484,0.242
"9220",-10.7015721184058,23.7269074544326,1462,0.731
"925",-19.1874737105014,15.0442088090128,311,0.1555
"926",-18.1040356635091,14.7602296871941,311,0.1555
"93",-18.7588798779732,15.3080515002221,825,0.4125
"93-1232",12.1151198203512,23.4851620465018,31,0.0155
"93-2789",12.1950215744658,23.2844722505154,1009,0.5045
"93-8395",12.0206329568507,23.5591559978763,1774,0.887
"93%",-20.7309317919743,12.5385643934267,496,0.248
"930",-20.7678474506632,10.8341570948617,461,0.2305
"930000",-17.8621312025972,6.90734270804834,1447,0.7235
"934",-20.2570439043961,13.1044510122708,1998,0.999
"938",-16.8335316051358,14.9442386585996,30,0.015
"94",-19.0778372052969,15.25404573541,825,0.4125
"94-1232",12.0938560805841,23.4874706510514,31,0.0155
"94-1308",12.0884100704387,23.5176385403193,31,0.0155
"94%",-20.6956208747387,12.6481034538574,496,0.248
"940",-17.8226524036849,15.0593280316274,758,0.379
"941",-20.5859621214775,14.368005137512,1362,0.681
"942",-19.0089623039438,16.1447618907347,1962,0.981
"944",-19.4854245270318,16.1613119888402,1362,0.681
"945",-20.5818391446264,17.4403470907849,489,0.2445
"947",-21.9016315546137,15.3717811029709,758,0.379
"949",-18.4939316542359,16.4348249455795,311,0.1555
"949924",-12.8093859591857,4.49305755000469,88,0.044
"95",-18.5917349537908,14.7923723985182,825,0.4125
"95-1468",12.1461220690201,23.375743936404,85,0.0425
"95%",-29.644719618721,2.03878161136072,361,0.1805
"950",-21.9286252279786,14.1168245431606,879,0.4395
"9500",-18.6872285675299,8.16050187066816,1447,0.7235
"950000",-18.5725014049387,7.47166899430918,1304,0.652
"952",-21.8502601195587,13.9347681040502,1678,0.839
"953",-18.21491658595,15.4735072002551,758,0.379
"955",-22.8267613009237,16.429737598301,258,0.129
"9554",-17.5748086900347,21.1485691156048,478,0.239
"956",-19.1594391236641,16.6186671016891,583,0.2915
"957",-22.1851814076255,16.6526600584564,879,0.4395
"958",-19.8035264468655,18.4685602045101,1056,0.528
"959",-23.1151259953567,17.3124484852546,1405,0.7025
"95th",-20.1767446317151,-2.6859717132391,1148,0.574
"96",-19.0201494635283,15.2414689645672,825,0.4125
"96%",-20.8619298894645,12.5474713004429,496,0.248
"9600",-0.0976339712768871,-1.67974940025302,88,0.044
"961",-18.6529758630778,17.4236467041071,208,0.104
"962",-20.6855909328977,11.0123407663603,1107,0.5535
"9621",-10.7021432930428,23.7288396299318,1462,0.731
"963",-17.3093911904564,15.5554720648932,311,0.1555
"964",-21.4116964661187,16.2535779676074,999,0.4995
"965",-21.1450762595758,14.314218940296,1362,0.681
"966",-18.6853104298683,17.6310357853288,758,0.379
"967",-17.5537951308163,12.5264272703381,879,0.4395
"968",-9.70744385438205,6.41592067578748,1295,0.6475
"97",-18.9277444044415,15.3143197217318,825,0.4125
"97%",-20.7134470650403,12.5133151468651,496,0.248
"970",-21.942117979746,16.9044302999063,879,0.4395
"970-221-6400",16.5442208257396,0.988377007562852,102,0.051
"97000",-18.4027566734813,8.15439061668054,12,0.006
"972",-19.2292295072465,16.0806322554154,1107,0.5535
"973",-20.602180890629,13.210249199676,79,0.0395
"974",-18.8037643165923,14.4238083667921,1998,0.999
"976",-19.1832819489302,17.6256595909928,691,0.3455
"979",-19.2352210845162,15.8245269435599,1962,0.981
"98",-18.8072252941441,15.0158967579298,825,0.4125
"98%",-20.393392763418,12.7999740369065,496,0.248
"980",-21.7452974326727,15.2395119672838,79,0.0395
"981",-19.2124371679399,17.7117615715403,1639,0.8195
"982",-18.6990706304998,15.7607229325917,1107,0.5535
"983-6945",14.248835128956,21.7670719870424,1924,0.962
"984",-5.89658976060677,4.13918360772604,629,0.3145
"985",-17.9537614802296,15.7753842878093,311,0.1555
"986",-19.5245428273489,15.6744029633664,1512,0.756
"988",-16.9271747963625,14.8678435321964,334,0.167
"989",-16.9885168589172,17.8418513924631,691,0.3455
"99",-18.482201418242,14.8115353534838,825,0.4125
"99-1117",11.5616003996473,22.6755665048164,1009,0.5045
"99%",-19.4840512831843,12.0774094768758,496,0.248
"990",-21.2561624664977,15.5799565859215,879,0.4395
"992",-13.7324037691765,-7.31714600055943,583,0.2915
"993",-19.4201090861887,11.4551283892273,79,0.0395
"994",-21.547557201461,17.7529295837277,1512,0.756
"995",-23.3372783060602,17.3654292111152,1405,0.7025
"996",-15.7926568111007,13.5605463746562,311,0.1555
"912",-1.54845949537829,3.23434433417597,178,0.089
"918",-14.2099643028018,8.24842598669625,869,0.4345
"959",-22.5290051281298,5.51370967730857,165,0.0825
"9th",-6.93829698767512,25.9952202368619,363,0.1815
"9th-",-12.3012516320906,7.04418504334377,1097,0.5485
"9th--12th",-1.53523101795859,3.44298268464624,655,0.3275
"9th-12th-grade",-11.2197690622506,-2.6814976448146,748,0.374
"9th-grade",-12.2862664300575,7.03233177765054,641,0.3205
"9V",-28.3885023515816,-8.21031435517135,495,0.2475
"a",-5.89336133166951,-4.27333386251854,957,0.4785
"A",-8.88514833815654,-6.86060084578135,747,0.3735
"A's",9.25739605373441,-9.27697779769833,1668,0.834
"A-07",17.5785907389296,5.4899547908206,1260,0.63
"",10.1742388847571,7.13880334474254,1112,0.556
"",-3.08759914457912,15.384576771374,477,0.2385
"×",-24.9257477969003,-3.70149058093471,208,0.104
"A&B",20.9352256548647,-1.36423141410473,757,0.3785
"A&M",15.3980071605947,12.3833650539118,1272,0.636
"A/",-7.18568523119998,-10.023202538334,288,0.144
"A/Anhui/1/2013",-8.38559183524196,-9.08191505959248,968,0.484
"A/Bangkok/1/79",-7.03727889041116,-9.69339600141888,405,0.2025
"A/Bangkok/2/79",-2.82546556006232,-1.89679445886242,973,0.4865
"A/Bangkok/79",-6.95802667173359,-9.1539895934484,405,0.2025
"A/Bayern/07/95",-7.09934244935963,-10.0305414362598,288,0.144
"A/Bayern/07/95-like",-7.29511650098241,-10.8935224911369,1643,0.8215
"A/Bayern/7/95",-7.2465436358969,-10.8804248998009,124,0.062
"A/Bayern/7/95-like",-7.16189212499177,-9.93846558377614,288,0.144
"A/Beijing/262/95",-7.14492321502076,-10.3122097718546,124,0.062
"A/Beijing/262/95-like",-7.38396029621736,-9.77661916131901,1643,0.8215
"A/Beijing/32/92",-7.08241055989506,-10.0404296600408,177,0.0885
"A/Beijing/353/89",-7.06623319076343,-10.0445538394891,177,0.0885
"A/Beijing/353/89-like",-7.33053808313344,-9.81422504457746,1643,0.8215
"A/Brazil/11/78",-6.32248703863974,-9.07180044299256,405,0.2025
"A/Brazil/78",-7.0605605291012,-9.04395022582574,405,0.2025
"A/Brisbane/10/2007",-7.07539292761706,-10.4362926316217,124,0.062
"A/Brisbane/10/2007-like",-7.70690258022296,-9.73601335509855,1643,0.8215
"A/Brisbane/59/2007",-7.16009248199689,-9.93914367499928,288,0.144
"A/Brisbane/59/2007-like",-7.75876808303765,-9.8719375621305,1643,0.8215
"A/C",5.34805833713461,-17.8600747765196,164,0.082
"A/California/04/2009",-7.13708344431433,-9.31686400804037,190,0.095
"A/California/7/2009",-7.11348631662963,-10.1224818604139,892,0.446
"A/California/7/2009-like",-7.78206293116705,-9.84629645612291,1643,0.8215
"A/Chile/1/83",-7.06731450964912,-9.91356440611524,405,0.2025
"A/Chile/83",-7.22434663090741,-9.75326492982558,405,0.2025
"A/England/333/80",-6.19973583355386,-8.14916591957068,973,0.4865
"A/Fujian/411/2002",-6.75369346607893,-9.92155875784546,177,0.0885
"A/Fujian/411/2002-like",-7.16818292589787,-9.74613834747003,892,0.446
"A/H5",-8.6247660387764,-8.86523943614614,321,0.1605
"A/Johannesburg/33/94",-7.07432606550937,-10.0345309463954,288,0.144
"A/Leningrad/360/86",-6.77535588588215,-9.70964154349013,968,0.484
"A/Minnesota/11/2010",-7.54136550492623,-8.5049594077917,977,0.4885
"A/Mississippi/1/85",-6.9270119078469,-9.94018891186357,405,0.2025
"A/Moscow/10/99-like",-7.18041485264739,-10.1390237643392,1643,0.8215
"A/Nanchang/933/95",-7.148367070946,-10.1321617113452,288,0.144
"A/Nanchang/933/95-like",-7.33376548992817,-9.71300095525321,288,0.144
"A/New",-7.13075012839045,-10.2033697900394,124,0.062
"A/Panama/2007/99",-7.09516265027577,-10.1862003001516,124,0.062
"A/Panama/2007/99-like",-7.18900086783586,-9.8687275830374,892,0.446
"A/Perth/16/2009",-7.07510277164746,-10.2928711820813,892,0.446
"A/Perth/16/2009-like",-7.74533954948411,-9.84132738618604,1643,0.8215
"A/Philippines/2/82",-7.13108167987119,-9.87077538692557,405,0.2025
"A/PI",-11.0510783541042,6.90626257428021,1281,0.6405
"A/PIs",-10.9784308398224,6.80648272748981,1300,0.65
"A/S",-5.09814644496439,-9.12898397673354,1128,0.564
"A/Shanghai/11/87",-7.12276065981628,-9.71369639739124,405,0.2025
"A/Shanghai/11/87-like",-7.27791702507101,-9.69874436786345,405,0.2025
"A/Shanghai/16/89",-7.14875242642483,-9.94733288041511,288,0.144
"A/Sichuan/2/87",-7.05473728936,-9.66074139802873,405,0.2025
"A/Solomon",-7.22065767708435,-10.2499227443191,918,0.459
"A/Stockholm/8/85",-6.99252539999612,-9.90566522455544,405,0.2025
"A/Sydney/05/97",-7.11637273295362,-10.0757470471551,288,0.144
"A/Sydney/05/97-like",-7.40784577756897,-9.37035111954425,405,0.2025
"A/Sydney/5/97",-7.26433171280672,-9.7538363652443,405,0.2025
"A/Sydney/5/97-like",-7.41172265342622,-9.80749785263878,1643,0.8215
"A/Taiwan/1/86",-7.10280899770547,-10.0036147183253,288,0.144
"A/Taiwan/1/86-like",-7.23937574998184,-9.79782192009249,288,0.144
"A/Taiwan/86",-7.34594239959656,-9.61195222993798,405,0.2025
"A/Taiwan/86-like",-7.42724187228298,-8.71632587535142,968,0.484
"A/Texas/1/77",-4.20563982481564,-1.6479059898985,57,0.0285
"A/Texas/36/91",-7.09091542295974,-10.0554080697885,288,0.144
"A/Texas/36/91-like",-7.32018792982856,-9.9612493609659,1643,0.8215
"A/Texas/50/2012",-7.08199042785045,-10.1026256129062,892,0.446
"A/Victoria/3/75",-6.36887376001934,-8.38302122242786,57,0.0285
"A/Victoria/361/2011",-7.04639143331152,-10.1419027153162,892,0.446
"A/Wisconsin/67/2005",-7.06923645672622,-10.4391072837721,124,0.062
"A/Wisconsin/67/2005-like",-7.66731536282405,-9.73631032408312,1643,0.8215
"A/Wuhan/359/95",-7.09555695896296,-10.0620499887465,288,0.144
"A/Wuhan/359/95-like",-7.3384490704076,-9.91095274526896,1643,0.8215
"área",28.9496063126032,-4.80944362082256,580,0.29
"áreas",27.1900125577352,-5.43693606560093,96,0.048
"´",-21.3074419172064,-2.27984617020133,366,0.183
"Â§",-5.60244212268545,8.94485535076063,1093,0.5465
"Â§Â§",-5.44918599604418,9.15251851899057,1093,0.5465
"Â¶",7.61521032045691,-11.9330751111737,961,0.4805
"â<U+0080>",-5.69002859652876,8.92309364114383,1093,0.5465
"â<U+0089>¤30",-13.0113118374918,0.229386317964506,1698,0.849
"â<U+0089>¥10",-25.8126256621483,5.46068317216602,711,0.3555
"â<U+0089>¥18",-25.2857233003672,5.65093264196034,1292,0.646
"â<U+0089>¥50",-25.5303890327479,5.94650234088272,93,0.0465
"â<U+0089>¥6",-23.1391753724109,5.54300654096601,1075,0.5375
"â<U+0089>¥65",-25.4711423470278,6.36066375497983,1261,0.6305
"A+B",20.9356601991481,-1.36415348097735,757,0.3785
"±",-29.0183406701181,2.24580365619025,343,0.1715
"±0",-28.9319609119936,2.44128737219443,1225,0.6125
"±1",-28.9289546458686,2.38701713583372,1225,0.6125
"±2",-28.8633991129075,2.39209798420818,1225,0.6125
"±3",-28.8819425892718,2.44886761255821,1225,0.6125
"±4",-28.8296389057744,2.40726372766067,1225,0.6125
"±5",-28.960528924442,2.71375677841073,1207,0.6035
"±6",-28.9730463397067,2.75306682808733,1207,0.6035
"§",-5.54892819688471,9.52352255631027,1093,0.5465
"§§",-5.61711224703733,9.87170405504035,1093,0.5465
"§§§",-5.76884877986594,9.70591276670124,1093,0.5465
"§§§§",-5.76294473817269,9.78461566015613,1093,0.5465
"§Widespread",14.1067336437009,17.3402509425007,440,0.22
"étnico",29.9184852133246,-5.71176594302937,1846,0.923
"étnicos",27.8725162204763,-6.29879558688373,96,0.048
"°C",-28.0612178584831,-11.0903108266904,573,0.2865
"°C]",-27.97350742678,-11.2456992769568,573,0.2865
"°F",-28.0208110222116,-11.1620334039813,573,0.2865
"µ/L",-24.8258969847347,-6.68533433478805,219,0.1095
"µg",-21.5741101798858,-0.436687835041689,1015,0.5075
"µg/dL",-22.7592561604328,-4.03978774101857,366,0.183
"µg/ft2",-21.6658069988499,-2.56723001269865,366,0.183
"µg/g",-24.1782209377729,-4.64894208751192,208,0.104
"µg/L",-23.5931302278905,-2.96451199921389,1756,0.878
"µg/m3",-22.7129436121534,-2.58410732905894,1394,0.697
"µg/m3§]",-1.43215271537671,-23.8898195138639,1282,0.641
"µg/mL",-12.9752040342343,-23.776686436935,833,0.4165
"µkat/L",-24.8973625075663,-5.01400457197908,208,0.104
"µL",-10.2065644222399,-16.3752639074736,60,0.03
"µm",-22.0814748591385,-2.33839643498173,1726,0.863
"µmol/L",-24.6505795191222,-4.84022594362041,745,0.3725
"¶",-5.58064947811839,9.58555592414946,1093,0.5465
"¶0",-32.0460944728006,-0.511759320331775,176,0.088
"¶1",-32.0564213974563,-0.501906650673655,618,0.309
"¶2",-32.0920687239017,-0.520667908136211,618,0.309
"¶¶",-5.68026885475352,9.97044007883482,1093,0.5465
"¶¶¶",-5.75255088031959,9.71571453179067,1093,0.5465
"",-5.40451302715157,9.15719838673361,1093,0.5465
"",-5.53471014308767,9.41653718755959,1093,0.5465
"",-5.74742756798785,9.70887506274713,1093,0.5465
"",-5.75726336519322,9.73021275989904,1093,0.5465
"",15.7527971868221,6.42162160470854,759,0.3795
"A1c",-22.3256191655804,-6.27481146955811,709,0.3545
"A1C",-22.1537362685437,-6.1268924924399,819,0.4095
"A24",-9.56300431528374,-9.53714646030064,352,0.176
"A9",-19.0735810170638,-1.1153323736392,866,0.433
"AA",28.7266422923594,10.5431655116229,1477,0.7385
"año",25.948957207016,-3.85698569945128,1400,0.7
"años",26.3908561134256,-5.47207700150304,1014,0.507
"AAAL",-20.6075146489282,-7.23292323665754,1863,0.9315
"AAALAC",6.24955928515806,5.65472805793053,1226,0.613
"AABB",8.58661780976423,4.39794886166572,808,0.404
"AAD",-13.2650601910362,4.36770600575819,209,0.1045
"AADs",-13.5120687505956,4.28537302799875,88,0.044
"AAF",-6.61943515225944,6.21771294469902,1448,0.724
"AAFP",14.5801128605246,7.72640703735085,342,0.171
"AAFs",-6.64922885752998,6.25374822059701,1448,0.724
"AAHBP",-9.11346753606775,-7.62862484894579,1779,0.8895
"aún",27.4035373924183,-4.44818161176197,1713,0.8565
"AAOS",10.9401321399705,2.76256572819501,1226,0.613
"AAP",9.45898324384027,4.55298253114458,1899,0.9495
"AAP's",10.7018777407852,4.56664546394593,1899,0.9495
"AAPC",-27.6500947666081,1.83859548166135,1818,0.909
"AAPCC",5.40131884842638,6.80540166109265,395,0.1975
"AAPOR",14.5832590817949,9.75076472219163,1443,0.7215
"AAROD",-4.07578539829953,-1.42723407282665,973,0.4865
"Aaron",20.7172089881389,7.84045396636509,65,0.0325
"AARs",-11.7080121834767,-19.0675043641797,373,0.1865
"AATB",14.9241414329606,7.35958270402316,347,0.1735
"AAWL",-20.5118558475521,-7.14591968945247,1863,0.9315
"AB",26.96237484325,12.5822654508519,216,0.108
"abandon",6.39869014325641,-14.3406595186277,152,0.076
"abandoned",5.73500008067367,-15.9085631754884,201,0.1005
"abandonment",-13.826742743946,0.112942312727228,1230,0.615
"abate",2.07833436610391,-7.90782580045968,19,0.0095
"Abate",0.671390870146334,-26.1657382764067,3,0.0015
"abated",-2.35940087645864,0.451231883888532,762,0.381
"abatement",14.704512394921,-7.50708871183589,463,0.2315
"Abatement",10.7704165206861,8.41794926818026,163,0.0815
"abattoir",9.50643308746232,-13.0393822887809,884,0.442
"abattoirs",9.6702094305962,-20.2707176320505,1537,0.7685
"Abbott",19.264209815008,0.0957677651684777,1095,0.5475
"abbreviated",-1.81198166370292,-7.28398424166993,1302,0.651
"Abbreviated",-2.72365336461959,4.67477054946204,295,0.1475
"Abbreviation",-4.45026215267082,18.7693049358577,1152,0.576
"abbreviations",-2.42828042641818,5.58408026885077,722,0.361
"Abbreviations",-4.46282887725754,18.8006606488204,1152,0.576
"ABC",11.8453374133069,5.77431560964203,1418,0.709
"ABCBs",-22.3127266327304,12.5956197030435,1220,0.61
"ABCs",5.30041755669319,8.37455012547766,1865,0.9325
